feature,bucket,horizon_d,sample_count,is_underpowered,mean_return,median_return,winsorized_mean_return_5pct,std_return,hit_rate,p10_return,p90_return,mean_simple_net_return,mean_close_mae,mean_close_mfe,universe
beta_60,Q5,10,1635,false,0.026982042734822,0.012315270935960632,0.02080984262702181,0.10230634471606019,0.5755351681957187,-0.08303321154897556,0.14626971127597388,0.021132042734822,-0.0370838005438824,0.06358832850396597,all
beta_60,Q1,20,2909,false,0.01271900730835176,0.002624671916010568,0.006332392604579136,0.10340458026743136,0.5080783774492953,-0.08725260442308826,0.11739512475949525,0.00686900730835176,-0.05124345462403118,0.059984752025697696,all
beta_60,Q2,20,1807,false,0.02615486134757789,0.007067137809187329,0.016978995485997524,0.12549359069892416,0.5351411178749308,-0.09468070124758515,0.16913957750176656,0.02030486134757789,-0.04996449248042417,0.0786502564229643,all
beta_60,Q3,20,1517,false,0.02820209768422032,0.009009009009008917,0.018157739650145516,0.13480028593657475,0.5418589321028345,-0.10731412507497265,0.16824422647207468,0.022352097684220317,-0.05319413765660545,0.08870466445855281,all
beta_60,Q4,20,1384,false,0.0368791046831245,0.012124493125704738,0.024965764169273666,0.14984120596527065,0.5570809248554913,-0.09969283276450511,0.1910243407707911,0.031029104683124503,-0.05622729877058056,0.09509876127561293,all
beta_60,Q5,20,1631,false,0.040660748607538925,0.014705882352941124,0.02891453737738614,0.14873767400437712,0.5714285714285714,-0.10501567398119116,0.217687074829932,0.034810748607538924,-0.054626063869840306,0.10237580205213472,all
beta_60,Q3,5,1,true,0.15254237288135597,0.15254237288135597,,,1.0,,,0.14669237288135598,0.008474576271186418,0.27966101694915246,top200
beta_60,Q4,5,1,true,0.2972027972027973,0.2972027972027973,,,1.0,,,0.2913527972027973,0.09965034965034958,0.2972027972027973,top200
beta_adj_rs_20d,Q1,5,2388,false,0.002975216363185744,0.0034843205574912606,0.002697885951217671,0.06532041057234415,0.5247068676716918,-0.06796953067750315,0.07115030689396738,-0.0028747836368142555,-0.025604866635086373,0.024582160155982438,all
beta_adj_rs_20d,Q2,5,1866,false,0.0020691092851268253,0.0,0.0010196110692320677,0.05768261522339312,0.4828510182207931,-0.055036590094019566,0.0592179958276704,-0.0037808907148731753,-0.023500878348848227,0.022454461653121913,all
beta_adj_rs_20d,Q3,5,1738,false,0.000778367875125206,0.0,0.00012814746856072207,0.05680655869761863,0.48676639815880324,-0.06025378108177389,0.06006337295763141,-0.005071632124874795,-0.024986262210165665,0.021795092257263317,all
beta_adj_rs_20d,Q4,5,1695,false,0.0004789866395195142,0.0,-0.00015232116526538403,0.06257069908556945,0.48200589970501473,-0.05860233516483517,0.06334440753045412,-0.005371013360480481,-0.02427994013665409,0.024505393320302406,all
beta_adj_rs_20d,Q5,5,2016,false,0.007246204587656281,0.002045408914469249,0.0045025355445086615,0.07627259693223856,0.5099206349206349,-0.07266957394099466,0.0924438035312235,0.0013962045876562822,-0.028087497925592803,0.034439519006325324,all
beta_adj_rs_20d,Q1,10,2386,false,0.012747446152371951,0.006983253845178616,0.009018475799908809,0.08315838660039909,0.5528080469404861,-0.07692307692307687,0.10408333333333342,0.006897446152371953,-0.036435637197292876,0.04535894430198556,all
beta_adj_rs_20d,Q2,10,1864,false,0.010773400096438535,0.0019076611964616852,0.006338282491105657,0.08075443984935066,0.5101931330472103,-0.06739838476729457,0.0952692128611708,0.004923400096438536,-0.03419756532344524,0.042075551187332666,all
beta_adj_rs_20d,Q3,10,1738,false,0.010145058361359448,0.0025405161581338875,0.00627515391274694,0.08089926417476483,0.5138089758342923,-0.07032794666754395,0.09146524347212408,0.0042950583613594485,-0.03622697105148597,0.04211912169940461,all
beta_adj_rs_20d,Q4,10,1695,false,0.011042955586100378,0.003853564547206201,0.0071123118903017955,0.08599685258370958,0.5244837758112094,-0.07061712167421122,0.09942810812376042,0.005192955586100378,-0.03543302816702953,0.04627900154773944,all
beta_adj_rs_20d,Q5,10,2014,false,0.025621408489508522,0.010056066785766427,0.018634415644706456,0.10891498226922008,0.5595829195630586,-0.07959077380952384,0.15096224869075758,0.01977140848950852,-0.040903473490112696,0.06478941189563617,all
beta_adj_rs_20d,Q1,20,2372,false,0.019439061135267107,0.007876953949024434,0.012104149626865316,0.11999486088122267,0.534991568296796,-0.0975529612908396,0.1392921890067503,0.013589061135267108,-0.052996695579025636,0.07367092222489309,all
beta_adj_rs_20d,Q2,20,1856,false,0.019510694544835942,0.0057758610624149,0.01195817692848048,0.11396030249633331,0.5328663793103449,-0.09480612525509835,0.14307491289198593,0.013660694544835945,-0.05053845165817973,0.07062633357627385,all
beta_adj_rs_20d,Q3,20,1732,false,0.016557252351377904,0.003285001043142999,0.010744019105836085,0.11441001874491685,0.5150115473441108,-0.10106095343505413,0.14508125151588663,0.010707252351377901,-0.05373174698158272,0.06990919752311141,all
beta_adj_rs_20d,Q4,20,1693,false,0.018803409869864403,0.0048661800486617945,0.011260029473866284,0.12630367280147187,0.5233313644418193,-0.10197163611207194,0.14266271911274034,0.012953409869864398,-0.05401033956454956,0.07687198238703487,all
beta_adj_rs_20d,Q5,20,2005,false,0.04301276333218962,0.01145475372279492,0.02830239926912401,0.16491016744905665,0.5471321695760598,-0.10759495911359691,0.22759065685894947,0.03716276333218962,-0.058819161521993624,0.10805929551735043,all
beta_adj_rs_20d,Q1,5,1,true,0.15254237288135597,0.15254237288135597,,,1.0,,,0.14669237288135598,0.008474576271186418,0.27966101694915246,top200
beta_adj_rs_20d,Q5,5,1,true,0.2972027972027973,0.2972027972027973,,,1.0,,,0.2913527972027973,0.09965034965034958,0.2972027972027973,top200
beta_adj_rs_60d,Q1,5,2476,false,0.005329965063263479,0.0026863969805547283,0.0036718537978003315,0.06246710616182357,0.5153473344103393,-0.05550421031012531,0.06898715008869472,-0.0005200349367365214,-0.022892416362411194,0.02517567455495981,all
beta_adj_rs_60d,Q2,5,1731,false,-0.0002500564909631578,0.0,-0.0005515188846697516,0.05457561529310048,0.47660311958405543,-0.05882352941176472,0.055710306406685284,-0.006100056490963155,-0.02449281505960458,0.020026037087974468,all
beta_adj_rs_60d,Q3,5,1570,false,0.00485049184160006,0.0023684708955018507,0.0039028409173461898,0.05942402335094507,0.5152866242038217,-0.05151971918232503,0.06312642070292017,-0.0009995081583999384,-0.021565629703075084,0.024930913353316327,all
beta_adj_rs_60d,Q4,5,1551,false,0.0016176747551367935,0.0,0.0008553665058554501,0.06323996729876122,0.4912959381044487,-0.06451612903225812,0.06479481641468676,-0.004232325244863207,-0.025968955293287622,0.024635881007492765,all
beta_adj_rs_60d,Q5,5,1965,false,0.005568002330143945,0.001980198019801982,0.0035952780714490545,0.07867280711116467,0.50941475826972,-0.07588742370717934,0.0922909925895,-0.0002819976698560528,-0.030760554763624687,0.033535107304015106,all
beta_adj_rs_60d,Q1,10,2474,false,0.013272402852934403,0.004874166521484424,0.009044307157967947,0.08004690418910614,0.5311236863379143,-0.06628810374861191,0.10114735724398316,0.007422402852934406,-0.03305092275678669,0.04523453935145384,all
beta_adj_rs_60d,Q2,10,1729,false,0.010557454417618142,0.0032000000000000917,0.0063218701862196285,0.07882574031045173,0.5222672064777328,-0.06666666666666665,0.08951265770594544,0.004707454417618145,-0.03470698394297994,0.04053359604496773,all
beta_adj_rs_60d,Q3,10,1569,false,0.016223593349542674,0.006756756756756799,0.010960836565675128,0.08396571353193745,0.5468451242829828,-0.060407455707878796,0.0973081640997683,0.010373593349542675,-0.0312746604426586,0.04732585938999373,all
beta_adj_rs_60d,Q4,10,1551,false,0.010092535784074872,0.004739336492890933,0.006047275747985891,0.09098823251053781,0.5261121856866537,-0.0846645367412141,0.10067114093959728,0.004242535784074876,-0.039002914017584926,0.0462365513857536,all
beta_adj_rs_60d,Q5,10,1964,false,0.02347588973349061,0.007023152980627834,0.016893281469504924,0.10948173930430286,0.5407331975560081,-0.08782721302377212,0.15031009388455815,0.017625889733490604,-0.04380732372462969,0.0642616564645755,all
beta_adj_rs_60d,Q1,20,2457,false,0.02263428227930251,0.0071428571428571175,0.01384639254504569,0.12076788648043363,0.536019536019536,-0.09166961280480425,0.14512925614597869,0.01678428227930251,-0.04884637107954528,0.07423329514965527,all
beta_adj_rs_60d,Q2,20,1726,false,0.016714714170261772,0.005991946919068347,0.010842379084790145,0.10514676665411288,0.5312862108922364,-0.0889001349527665,0.12928885630498543,0.010864714170261771,-0.050037840554341746,0.0658477851209673,all
beta_adj_rs_60d,Q3,20,1566,false,0.024723309586645415,0.0072091029537837414,0.015584475010650896,0.12078847258570423,0.5370370370370371,-0.08685725630335517,0.1437664395123206,0.01887330958664541,-0.04757024727617994,0.07717569201389209,all
beta_adj_rs_60d,Q4,20,1546,false,0.025383925339110804,0.005291597838564366,0.015110271899732713,0.13377402465628266,0.5265200517464425,-0.10278490087407288,0.16904810505545353,0.019533925339110806,-0.055890823896736226,0.08000984623643308,all
beta_adj_rs_60d,Q5,20,1953,false,0.041976493168100835,0.01278772378516635,0.029398146664755563,0.15872567379531302,0.5535074244751664,-0.11004522548132824,0.23171314404110024,0.036126493168100834,-0.061279661234310306,0.1071051779100781,all
beta_adj_rs_60d,Q1,5,1,true,0.15254237288135597,0.15254237288135597,,,1.0,,,0.14669237288135598,0.008474576271186418,0.27966101694915246,top200
beta_adj_rs_60d,Q5,5,1,true,0.2972027972027973,0.2972027972027973,,,1.0,,,0.2913527972027973,0.09965034965034958,0.2972027972027973,top200
atr_expansion_ratio,Q1,5,1996,false,0.003089661082456327,0.001871852143826902,0.002294201536652068,0.05558112912623517,0.5100200400801603,-0.05351186281418835,0.06093876138853649,-0.002760338917543673,-0.020761809905318708,0.024344707659241415,all
atr_expansion_ratio,Q2,5,1817,false,0.004186125228005766,0.003231017770597866,0.0041653118466471505,0.053023645578820354,0.523390203632361,-0.05248560538480253,0.060550652421772815,-0.001663874771994232,-0.020773987051556683,0.023285790892562632,all
atr_expansion_ratio,Q3,5,1899,false,0.0033108427515159858,0.0,0.001696216266705093,0.06407540573683713,0.4960505529225908,-0.05867095867095868,0.06818841535822662,-0.0025391572484840135,-0.02490731614785631,0.024866944363449665,all
atr_expansion_ratio,Q4,5,1865,false,0.0011374933721987192,0.0,0.0006330902337930304,0.06383221951666848,0.49222520107238604,-0.06148448043184884,0.06487621905476376,-0.00471250662780128,-0.026789761981514264,0.02313051632719851,all
atr_expansion_ratio,Q5,5,2126,false,0.0026138006523300492,-0.0011406227709547245,0.00022734707913801768,0.08041466002126939,0.477892756349953,-0.08095067323052846,0.09306960438911671,-0.00323619934766995,-0.03280962939342939,0.03207231768530165,all
atr_expansion_ratio,Q1,10,1996,false,0.009692176267912094,0.003345828903933201,0.0059439578493546115,0.08255304617455742,0.5225450901803608,-0.07301693469431281,0.09350448894049679,0.003842176267912096,-0.03314234346166587,0.043360837672940675,all
atr_expansion_ratio,Q2,10,1815,false,0.011817825012252405,0.0050352467270895485,0.008466649696979479,0.0771304792060905,0.5366391184573003,-0.06725216052185048,0.09343359010509257,0.005967825012252407,-0.031875170022912284,0.04374469247128314,all
atr_expansion_ratio,Q3,10,1897,false,0.013929167653920493,0.0050675675675675436,0.008721818530935174,0.0846271336949562,0.5324196099103848,-0.07086158175665458,0.09998362400720544,0.008079167653920492,-0.03558265497548375,0.046619262831947283,all
atr_expansion_ratio,Q4,10,1865,false,0.014130822397728903,0.005934718100890191,0.009335271638982632,0.0900392229150286,0.5415549597855228,-0.07707795560144555,0.11017852775739795,0.008280822397728907,-0.037422593052292716,0.04624633454434586,all
atr_expansion_ratio,Q5,10,2124,false,0.021128018412632617,0.007685095639206607,0.015007623750109157,0.10525894646820573,0.5376647834274952,-0.0815468484093444,0.14315880198233136,0.01527801841263262,-0.04462418196009318,0.060337137883494804,all
atr_expansion_ratio,Q1,20,1990,false,0.010980887539932628,0.0,0.004156729842691879,0.11801279155759249,0.49547738693467336,-0.10646386365640714,0.12495635927872514,0.005130887539932623,-0.05306837169547197,0.06911093179213466,all
atr_expansion_ratio,Q2,20,1807,false,0.015740453256535433,0.005376344086021501,0.010582856217424682,0.10649412104999657,0.5268400664084117,-0.09696515037850367,0.14004888375279967,0.00989045325653543,-0.04931990495174119,0.07006300909580673,all
atr_expansion_ratio,Q3,20,1889,false,0.023699246637672606,0.00746268656716409,0.01453720150302731,0.12683163555320856,0.5336156696664902,-0.09815233122776645,0.15065307126424438,0.017849246637672605,-0.053389457375688835,0.07826173015527901,all
atr_expansion_ratio,Q4,20,1860,false,0.027641983480563913,0.01086687585051238,0.01801084343941885,0.13465426982032075,0.5532258064516129,-0.09445740325944225,0.16053102850248832,0.02179198348056391,-0.05377218992003245,0.08039130722951937,all
atr_expansion_ratio,Q5,20,2112,false,0.03910809428974354,0.010000000000000009,0.026311589919851417,0.1540622834061938,0.5482954545454546,-0.10242158059550976,0.21460899493662505,0.03325809428974354,-0.05982327251031684,0.10048150332664699,all
atr_expansion_ratio,Q2,5,1,true,0.15254237288135597,0.15254237288135597,,,1.0,,,0.14669237288135598,0.008474576271186418,0.27966101694915246,top200
atr_expansion_ratio,Q5,5,1,true,0.2972027972027973,0.2972027972027973,,,1.0,,,0.2913527972027973,0.09965034965034958,0.2972027972027973,top200
atr_expansion_days_5d,0,5,10079,false,0.003400337231374345,0.0019230769230769162,0.0025101272341013585,0.05741300496244624,0.5095743625359659,-0.055859535201640435,0.06316999395039327,-0.002449662768625655,-0.02295800568409895,0.02347440876646076,all
atr_expansion_days_5d,1,5,406,false,0.004481802521943204,0.0,0.0031595014483191087,0.07890309704464935,0.4975369458128079,-0.06637080867850104,0.08039489944949996,-0.0013681974780568027,-0.028409815134058634,0.03308544813476657,all
atr_expansion_days_5d,2+,5,1473,false,0.00710781253125029,0.0,0.004024040734750399,0.08834782363066335,0.48336727766463,-0.08073338272198713,0.11039136302294197,0.0012578125312502893,-0.031226236837223868,0.036949646423434755,all
atr_expansion_days_5d,0,10,10074,false,0.011879523412940537,0.00472815881248323,0.007739328450467737,0.08123066130960478,0.5314671431407584,-0.06982729138166893,0.09659442724458224,0.006029523412940539,-0.03406581556008731,0.043725075086216474,all
atr_expansion_days_5d,1,10,406,false,0.012461607023340067,0.0,0.008000076683017512,0.10236694404211012,0.49507389162561577,-0.07412595005428885,0.11500951872014953,0.006611607023340072,-0.0419645989290772,0.054789389196294024,all
atr_expansion_days_5d,2+,10,1472,false,0.024607377132127736,0.007644787644787598,0.017990841752399702,0.1158885170277557,0.5373641304347826,-0.08462720075623302,0.16823156445797968,0.018757377132127738,-0.04475866926189393,0.06717854704295782,all
atr_expansion_days_5d,0,20,10043,false,0.017017378986271058,0.005037783375314797,0.009645404529346247,0.12074441377354873,0.523747884098377,-0.10263987911118319,0.13962447273134504,0.011167378986271057,-0.05245314050171359,0.07258000979535471,all
atr_expansion_days_5d,1,20,405,false,0.021483241649331918,0.0,0.010598573783607033,0.145186657818813,0.47901234567901235,-0.1042574113719656,0.17049086227999852,0.015633241649331928,-0.0599684857216632,0.08862498510808768,all
atr_expansion_days_5d,2+,20,1465,false,0.04418914691226314,0.010638297872340496,0.03038924751357937,0.16603322705841458,0.5488054607508532,-0.10911042445926171,0.23745548961424337,0.038339146912263145,-0.06091230717029488,0.11048781152367074,all
atr_expansion_days_5d,0,5,1,true,0.15254237288135597,0.15254237288135597,,,1.0,,,0.14669237288135598,0.008474576271186418,0.27966101694915246,top200
atr_expansion_days_5d,2+,5,1,true,0.2972027972027973,0.2972027972027973,,,1.0,,,0.2913527972027973,0.09965034965034958,0.2972027972027973,top200
